Kara Gözünün Hasretinden,Renklensin,Lan,İmdadım,Cehennemin Dibi,Gülü Sevdim Dikeni Battı,Söyleme,Yoksun,Bir İmkansız Var,Daha Nasıl Sevebilirim,Bir Gün Ol Yerimde,Yansıma,Yüreğim Ağlar,Kapalı Kapılar,Bir Şehri Sevmek,İntihar Saatler,Acı Veriyor,Kafandan Bunu Çıkar,Sen Bir Aysın,Uzağım,Yakışıklı,Helal,Yangın,AĞLATIR,İmkansız Bir Aşk Denir,Kehribar,Sensin O,Ayrı Gitme,Ayyaş,Ateşe Düştüm,Gülüşüne Yanıyorum,Olmuşum Leyla,Saygı Duruşu,Anıları Yak,Numaracı,Başıma Belasın,Aşktan Giderken,Görmem Böylesini,Gitme,Bitter,Unutamıyorum,Sor,Manolya,Seviyo muyuz?,Tanrım Reva Mı,Nefes,Yaz Gülü,Harcandıkça,Geri Dönemedim,Sahi
Dinle Beni Bi',Ne Farkeder,Dünyadan Uzak,Bırakma Kendini,Aşk Bir Mevsim,Dünyadan Uzak,Sarılırım Birine,Acının İlacı,Benimle Kayboldun,Ölsem Yeridir,Kapısı Kapalı,Bi Öyle Bi Böyle,Bikinisinde Astronomi (Bonus Trek),Koca Yaşlı Şişko Dünya,Kafamda Kentsel Dönüşümler,Benden Sana,Boş Gemiler,İyi Değilim Ben,Sandal,Ben De Yoluma Giderim,Sarışın,Yakın Mesafe,Ses Ver,İçimdeki Duman,İçinde Aşk Var,Martı,Kupa Kızı Ve Sinek Valesi,Ahtapotlar,Bu Sabahların Bir Anlamı Olmalı,Geceyedir Küsmelerim,Yağmur,Beş,Mutlu Olmak İçin,Sensiz Kalacak Bu Şehir,N'apim Tabiatım Böyle,Yol,Mutluyum,Bir Sebebi Var,Bodrum,Mahzen,Unutulurmuş,Huzun Kovan Kusu,Uzunlar - V2,Yani,Belki,Nolur Nolur Nolur,Nasılım Biliyor musun?,Sevdan Bir Ates,Gönder Gelsin,Son Liman,Belki,Köprüaltı,Seni Dert Etmeler,Eylül Akşamı,Aşktan Öte,Yemyeşil Bir Deniz,Je veux,Mutlu Olmak Zordur Derler - Akustik,Bağrı Yanık Dostlara,Ahwak Hiba,Saydım,Yalnızım Ben,Yüreğimdesin,Bırak Seveyim Rahat Edeyim,Gül Güzeli,Dediler Ki,Alaz Alaz,Mod,Martılar,Son Şarkım,Ben Bazen,Bana Sorma,A Drinking Song,Öyle Kolaysa,Gelsin Öpsün Kalbimi,Burası İstanbul,Sözlerimi Geri Alamam,Beni Sev,Nefes,Boğazımdan Geçmiyor,Rivayet,Ya Bu İşler Ne,Yağmur,Boyalı Da Saçların,Uzunlar - V1,Katakulli - Doğuş Çabakçor Remix,Boynun Borcu,Nasılsın Aşkta?,Evdekilere Söyle,Aşk Bozumu,Yalnız Kuş,Bir Başka Sevgiliyi,Aşk Bitti,Yolun Başında,Kendine Zaman Ver - Bonus Track,Büklüm Büklüm,Bahar,Şimdi Sen,My Woman,Cennet
Nem Kaldı,Üryan Geldim,Güzel Bu Nasıl Sevdaymış,Çeşm-i Siyahım,Şifa İstemem Balından,Ruhumda Sızı,Altın Yüzüğüm Kırıldı,Akşam Olur Karanlığa Kalırsın - Oy Gelin,Dünyada Tükenmez Murat Var İmiş,Yiğit Muhtaç Olmuş,Bir Ay Doğar İlk Akşamdan Geceden,Derdim Gizli,Derdim Çoktur Hangisine Yanayım,Bahçalarda Mor Meni,Ahirim Sensin,Yolun Sonu Görünüyor,Yolcu,Ben Denizde Bir Gemi,Gönül Senin Elinden,Yüksek Dağlara Doğru,Giresun'un İçinde,Adaletin Bu Mu Dünya,Telli Turnam,Bülbül Havalanmış Yüksekten Uçar,Keklik Gibi,Sen Gel Diyorsun (Öf Öf),Zülfü Kâküllerin Amber Misali,Şu Dağlarda Kar Olsaydım,Pirlere Niyaz Ederiz,Ayrılık Hasreti Kâr Etti Cana,Beni Vur - Akustik,Talihim Yok Bahtım Kara,Geçmiyor Günler,Aldırma Gönül,Hani Benim Gençliğim,Bak Bana,Başım Belada,Neredesin Sen,Yansın İstanbul,Geceler Kara Tren,Son Arzum,Nazende Sevgilim,Oglan
Bana Öyle Bakma,Sevdim Seni Bir Kere,Herkes Gider Mi,Denize Bıraksam,Beni Vurup Yerde Bırakma,Elfida,Sen Benim Şarkılarımsın,Kendine İyi Bak,Vur Yüreğim,Sevdim,Dönersen Islık Çal,Ben Bir Tek Kadın (Adam) Sevdim,Yaramızda Kalsın,Yalnızlığın Ezgisi,Son Defa,Bu Havada Gidilmez,Nazende Sevgilim,El Gibi,Anlamazdın,Hayalet Sevgilim,Söyleyemedim - V1,Bu Gece Son,Son Arzum,Ta Uzak Yollardan,Yerine Sevemem,Çaresizim,Bana Yalan Söylediler,Oysa Bir Umuttu,Tek Başına,Unutamadım,Son Bakış,Elbet Birgün Buluşacağız,Kıyamam,Gözyaşlarım Anlatır,Seninle Başım Dertte,Bana Yalan Söylediler,Seni Beklerim Öptüğüm Yerde,Gel Barışalım Artık,Her Şey Seninle Güzel,Küçük Bir Aşk Masalı,Ayrılmam,Bir Aşk Hikayesi,Taa Uzak Yollardan,Kaçak,Bir Harmanım Bu Akşam,Yalnızım Ben,Heryerde Kar Var,Olur Ya,Anlasana,İnci Tanem,Elbet Bir Gün Buluşacağız,Sevemezsin,Unutmamalı,Beyaz,Yastayım,Gamzeler,Gitme Kal Bu Şehirde,İstanbul Sokakları
Benimle Kayboldun,Bikinisinde Astronomi (Bonus Trek),Bodrum,Sükut-u Hayal,Madem,Karanlık,Dinle Beni Bi',#22,Ay Tenli Kadın,Böyle Sever,Vursalar Ölemem,Şaraplar ve Kadınlar,Yaramızda Kalsın,Tutuşmuş Beraber,Boş Gemiler,Ne Farkeder,Yol,Jest Oldu,Sandal,Uykusuz ve Dengesiz,Yorgunum Ve Ağrılar,Kül,Tebrikler,Bana da Söyle,Seni Sever Miydim?,Kabahat Bende,Yaradana Yalvartma (Yol Arkadaşım 2 Film Müziği),Aşk Layık Olanda Kalmalı,Tac Mahal,Dipsiz Kuyum,Reset,Manzara,Hadi Hoppalara,Oh Olsun,Dibine Dibine,Saz mı Caz mı?,Yalan,Sana Doğru,Yalnız Çiçek,Ben Bazen,Roman,An,Sarmaşık,Vay Be,Fırtınadayım,Çukur,Buz Kırağı,Deli Divanenim,Yağmur (feat. Fikri Karayel),Yağmur,Üzülmedin mi?,Gizli Aşk,İki Aşık,Vazgeç Gönül,Şehrin Yolu,Geç Olmadan,İçimdeki Sen,Demesinler,İçimden Gelmiyor,Gece Gibi Gönlün,Hani Bizim Sevdamız,Yalanlar,İmkansız Aşk,Unutamadım Adını,Ben Sadece,Mod,Uslanmıyor Bu,Çukur,Hesabıma Yazıyor,İki Hece,Onlar da Yansın,Belki,Beni Sen İnandır,Ne Güzel Güldün,Belki Üstümüzden Bir Kuş Geçer,Kupa Kızı Ve Sinek Valesi,Aşk Nerden Nereye,Renkli Rüyalar Oteli,Bana Öyle Bakma,Sevmekten Usanmam,Sensiz Ben,Aşk Kırıntıları,Sen Olmayınca,Kadıköy Kızı,Kediler,Kaş,Kalabalık,Helal Ettim,Kırk Yılda Bir Gibisin,Hoşuna Mı Gidiyor?,Yakar Geçerim,Bir Güzellik Yap,Ya Ya Ya Ya,Miş Miş,Yaparım Bilirsin,Yaş Hikayesi,Uzun Lafın Kısası,Cevapsız Çınlama,İlle De Aşk,Benimki
Batan Gemi,Esen,Sakince Yoruldum,Dem,Sadece,Bırakma Kendini,Yara,Kaçar Gider,Başka Dünyaya,Hatamı Dansa Kaldırdım,Seni Gördüm Rüyamda,Kanar,HİÇ - Akustik,Bir Gün Gelir,Mücevher,Saydam Yumruklar,Anılar,Deli,Umut,Farklı Limanlarda,Şimdi Biraz Uyu,kalbimden tenime,Küçüğüm,Yok,Gamzedeyim Deva Bulmam,Bil ki,HİÇ,Ölmezdim,Öleceksek Ölürüz,Bir Sana,Akşamcı,Gitme,Bu Saatten Sonra,Her Gece,Beyaz Skandalım,Sen Orda Yoksun,Uzun Geceler,Ayyaş,Çözemezsin,Bi Önemi Yok,Nasıl Öğrendin Unutmayı,Alamet,Hikayem Bitmedi,Adı Unutulur,Anıları Sakla,Pusulam Rüzgar,Zemin,Hiç Uyanmasam,Ankara'yla Bozuşuruz,Hayatım Leş,Beni Anla,Sadece,Her Şey Senle,Seni Buldum Ya,Gömleğimin Cebi,Sen Varsın Diye,Cehennem,Defoluyorum,Kibrit,Başa Sar,Başlangıç,Sallandım,Ben Ne Edeyim,İntihaşk,Seni Kaybettim,Çilingir,Papatya,Bir Deli Hasret,Derdime,Kalbinde Birileri Var,Kırlangıç,Beni Kendinden Kurtar,Aç Bağrını,Bana Birak,Hala Seni Çok Özlüyorum,Benimle Kayboldun,Ben Yola Gelmem,At Yükünü,Bu Şehir Bugün Sensiz,Caddelerde rüzgar,Yeni Limanlara,Gidiyor Musun ?,Silahım Yok,Ben Ne Edeyim?,Ölsem Yeridir,Kır Papatyası,Hoşçakal,Saçma Sapan,Ay Tenli Kadın,Yol,Nalan,Seni Son Anlatışım,Raf,Dönme,Yaramızda Kalsın,Dinle Beni Bi',Bu Yüzden,Yokluğunda,Seni Unutmak,Sevemiyorum
Çatı Katı,Bir Pazar Kahvaltısı,Denize Bıraksam,Yorma,Lafügüzaf
Hançer,Gel,Vay,Oluruna Bırak,Durum Leyla,Koparılan Çiçekler - Akustik,Ne Farkeder,Yalnız Kuş,Çeyrek Gönül,Es,Yediverenim,Seni Sevmiyorum Artık,Aklım Hep Sende,Kalbimi Koydum,O'na Söyle,12 Ay / On İki Ay,Herkes Gider Mi,İçim Paramparça,Hasta,Bağdat (feat. Beyazit Ozturk) - Beyazıt Öztürk Düet Versiyon,Saki,Suya Hapsettim,Düşler Ülkesinin Gelgit Akıllısı,İki Aşık,Firuze,Seni Unutmaya Ömrüm Yeter mi,Severim Ama Güvenemem,Araftayım,Git,Hadi Geri Ver,Veda Makamı,Çatı Katı,Anlatamıyorum,Mandalinalar,Yıkıl Karşımdan,Söz Konusu Aşk - Kırgın Çiçekler,Muhbir,Kör Heves,Sen Orda Yoksun,Kardan Adam,İki Yeni Yabancı - Gökhan Özen Versiyonu,Ben İmkansız Aşklar İçin Yaratılmışım,Beni Bu Koca Şehirde Yalnız Bırakma,Sanki,Ay Parçası,Bal Gibi,Sultan Süleyman,Ben Seni Çok Sevdim,Biri Bana Gelsin,Bir Bahar Akşamı,Gül Rengi,Yatsın Yanıma,Yankı,İnşallah,Olmazsan Olmaz,Oflaya Oflaya - Ceceli Versiyon,Ömrümün Gerİ Kalani,Sadem,Kanatlarım Var Ruhumda,Yalan Dünya,İsyan,Geri Dönüş Olsa,Nasıl Seveceğim,Net,Hafıza,Bir Öykü,İçimdeki Duman,Herkes Aynı Hayatta,Dağınık Yatak,İhanetten Geri Kalan,Yaşım Çocuk,Hediye,Bu Böyle - Alper Erinç - Akustik Vers.,Bir Günah Gibi,Hüsran,Gittiğinde,Emanet,Mutlu Yıllar,Yanımda Kal,Giden Candan Gidiyor,Hastayım Sana,Yalan Olur,Vefası Eksik Yarim,Hayrandım,Bulutlara Esir Olduk,Sen de Gidersen,Biraz Ayrılık,Ara Nolursun,Şeker,Yan Benimle,Uçurtma,Unuttun mu Beni,Kahpe Diller,Sen Sevda Mısın,Seyre Dursun Aşk - Akustik,Hayat Gibi,Kayıp,Keyfi Yolunda Aşkı Sonunda,İnce Buz Üstünde Yürüyorum (feat. Sebnem Ferah),Sonbahar
Unutma Sevgilim,Yorgun Resim,Ben Hala Vazgeçmedim,S.,Aysel Git Başımdan,Sen Benim Başıma Gelen En Güzel Şey,Yaralarını Ben Sarayım,Yalnız Ölmek,Derinden / bazen hayat çok kötü gidiyor ve ben onu nasıl anlatacağımı bilemiyorum,Koca Bir Saçmalık,Alo,Hep De Yorgun,Sen Olmayınca,O Bi Karamel,Kupa Kızı Ve Sinek Valesi,İki Yabancı,Aşk Bir Mevsim,Olmayacak Bir Hayal,Aşk,Görmesinler,Bilir O Beni,Aşk Şarkısı - Live,Son Seslenişim,Ah Aman Aman,Çık Karşıma,Hoşça Kalamam,Sen Meselesi,Gökyüzünü Tutamam,Öpmezdim - Demo,Kime Tutunsam,Yerle Bir Olurum,Porselen Kalbim,neden,80,Tuğkan - Aşk Ölüyor,Sıcak Ekmek,Gülümse Şarkı Oldun,Bi' Tek Ben Anlarım,Çok Özledim,Unutmak İstiyorum,ben seni nasıl kaybettim s*kiyim,Kaç,Ah Be Kadın,Depresyon Güzelim,Ah Canım Sevgilim - Demo,Bugün senden biraz daha uzaklaşmak istedim - Demo,M.,Teşekkür,Aysel Git Başımdan,Hiç İyi Değilim,Sevilmemişim,Sokakta Depresyon,Pustu Anılar İçimde,Son Durağın,Biz Senle,Beni Hatırladın mı,Ben Alışığım - Demo,imkansız bir aşk denir,Dibe İniyorum - Demo,Tanrıyı Sorgulamak - Bizi Nasıl Etkiler Vers.,Romantizm Bitti,Batan Gemi,ben ne anladım bu işten.,Aşkın En Güzel Hali,Aman Gelmeyin,İlkbaharda Kıyamet,Beni Neden Sevmedin,Hayatımın Nakaratı,Bizden Olmaz,Sen Beni Güzel Hatırla,dur bidakka bişey söylemem gerek,sanki hevesim hiç kırılmamış gibi,Hatam Çok,Yanlış Biriyle Doğru Hikaye - Akustik,Kimi Seveceksin,Toprak Yağmura (Akustik),Sor Bana - Akustik,Bu Yüzden,Seni Severdim,Günaydın Sevgilim,Kusura Bakma,Bir Bilsem,Geber,Sen Benim,Yazık,Ele Layık,Seni Çok Özlüyorum,Aşkın Kanunu,Civciv,Aylar Olmuş,Git,Belki De,Yabancı,Sümbül,Derya,Kırmızı,Canım Yanıyor,Yarım Kaldım
İkimizin Yerine,Unut Beni,Vur Yüreğim,Acıtmıyor Sevdan,Masal,Sevda Yükleri,Gözler Aynı Sen,Yaprağın Kaderi,Beş Dakika Bekle Git,Beni Unutma,Aldanırım,Ah Sen,Mazim Değil,Şerbet,Anlatamıyorum,Kuşlar,Onbir Ay,Sebepsiz Fırtına,Seni Ezbere Aldım,Bela Sevdan,Nazlı Kız,Esirinim,Hasret Ayazları,Şarkılar Güzelse Hala,Sebepsiz Fırtına - Akustik,Hoşçakal Gözbebeğim,Şarkılar Güzelse Hala - Remix,Şiir Gibi Bir Şey,Denizin Tuzu,Ahududu Şekerim,Devinim,Toplayıver Beni,Yüreğimi Kaybettim,Eski Yazlar,Nerelerdesin,Ayrılık Geçer,Son Gece,Toplayıver Beni - Senfonik,Denizin Tuzu - Latin Dance Mix,Devinim - Hip Hop Alaturka Mix,Ahududu Şekerim - Ethno Tribal Mix,Toplayıver Beni - Club Mix,Eski Yazlar - House Mix,Son Gece - Club Mix,Divane,O'nun Vedası,Cezayir Menekşesi,Birtanem,Gel Benimle,Kör Bıçak,Kuşlar,Sebepsiz Fırtına,Esirinim,Masal,Acıtmıyor Sevdan,Aldanırım,Hatırla,Yalancı Bahar,Beni Koyup Gitme,Gözyaşınla Yaz,İltifat Et,Bu Yaz Yine Bize Ayrılık Var,Bak Birtanem,Kıymet Bilmez misin,Bir Dost Bulamadım,Şarkıların Var,Hatırla - T.D versiyon,Gitmeyi La,Her Yerde Kar Var,Boş Sokak,Kadınım,Benim Bütün Rüyalarım Seninle,"Vakit Yok,Gemi Kalkıyor",Bir Günah Gibi,"Senden,Benden,Bizden",Hatıralar Hayal Oldu,Sessiz Gemi,Boş Sokak(S.Breezin Version),Benim Bütün Rüyalarım Seninle(S.Breezin Version),Divane,Kumralım,Yaz Bitti,O'nun Vedası,Cezayir Menekşesi,Birtanem - Night Club Mix,Gel Benimle,Günahsız,Kör Bıçak,Koy Beni Gözlerine,Divane - House Mix,Bana Mı Sordun,Yalı Çapkını,Gözlerin,Fırtına,Karanfil,Sevdan Bir Ates - Yeni Version,Aşkın Mapushane,Dağlar,Nerdesin,Al Beni
Olmazlara İnat,Bu Sabahların Bir Anlamı Olmalı,Aşk Cinayet Sever,Üzülmedin mi?,Mahşer,Son Durağın,Neyleyim İstanbulu,Yaramızda Kalsın,Yara,Yalanlar Çok Güzel,Acı Veriyor,Aman Aman,Sana Çıkıyor Yollar - Kaderimin Oyunu Orijinal Dizi Müziği,Güle Güle,Kimler Geldi Kimler Geçti,Bir Ömür Yetmez,ben ne anladım bu işten.,İhanet,Bir Bela,Dönsen Bile,Beyaz,Sevdanın Tadı,Yanıbaşımdan,Bir Zaman Hatası,Sevmek Yüzünden,Bize Susmak Yakışır - Öfke,Sen Ona Aşıksın - Kabullenme,Antidepresan Gülümsemesi - Pazarlık,Mey,Sil Baştan,Koparılan Çiçekler,Ah İstanbul,Kimler Geldi Kimler Geçti,Alev Alev,Dönme,Beyaz Skandalım,Kim Dokunduysa Sana Ona git,Git,Her Şey Biraz Hala Sen,Kararsızım,Emi,Yalnızlık,Her şey Sensin,İstanbul,Değirmenler,Sadece,Öldüm Sahiden,Açık Adres,Ben Öyle Birini Sevdim ki (Delibal Original Soundtrack),Suya Hapsettim,Bu Böyle,Hoşçakal,Sen İstanbul'sun,İnşallah,Olsun,Çıkmaz Sokak,Anason,Şanıma İnanma,Tutuklu,Tükeneceğiz,Tutamıyorum Zamanı,Olsun,Sarı Kurdeleler,Değmesin Ellerimiz,Büyük İnsan,Öyle Güzel Ki,Yalnızlığın Ezgisi,İntihaşk,Kibrit,Hırka,Sahici,Tutuşmuş Beraber,Kiyamadim Ikimize,Aşk Bitsin,Ki Sen,An,Dibine Kadar,Seni Kendime Sakladım,Elleri Ellerime,İstanbul'da Sonbahar,Değirmenler,Gemiler,Kaçar Gider,Gitme,Beyaz,Nasip Değilmiş
Biliyorum,Güzel Bir Gün,Aşk Durdukça,Baktın Olmuyo (Akustik),Gülmek İçin Yaratılmış,Beni Hatırladın mı,Yandım,Unuttun mu Beni,Kimse Bilmez,Dermanın Olayım,Belki Üstümüzden Bir Kuş Geçer,Bunca Yıl,Güz,Dönersen Islık Çal,Bazen (feat. Emel),Rüyamda Buluttum,Uzunlar - V1,Ya Sonra,Ölsem,Beddua,Herkes Gibisin,Ayrılık,Tamirci Çırağı,Gözlerin Bulutlu,Bir Çaresi Bulunur,Kadınım,Yara,Ben Her Zaman Sana Aşıktım,Neyleyim,Itiraf,Sendin Düşmanım,Bırak Seveyim Rahat Edeyim,Düşünme Hiç,Birak Beni Böyle,Kalbim Ege'de Kaldı,Ben Sana Vurgunum,Gitme Kal,Taş Duvarlar,Bir Acı Türkü,Mutlu Yıllar,Gözlerin,Katip Arzuhalim - Acid Pauli & Jamie Remix,Haberin Yok Ölüyorum,İnsan İnsan,Senden Öğrendim,Bir İhtimal Biliyorum,Derdim Olsun,Gitme Kal,Hastayım Sana,Anma Arkadaş,Vur Gitsin Beni,Aşk Kitabı,Sen Beni Güzel Hatırla,Gnossienne No.1,Geçer,Hep Sonradan,Dönmem Ben Sana,Çatı Katı,Sevmemeliyiz,Seni Kendime Sakladım,Her Şeyi Yak,Bekle Dedi Gitti - Çizik,Yüreğimde Yara Var,Unutmak İstiyorum,Ben De Unuturum,Ayrılacağım,Evde Yoktun,Bana Da Söyle,Ben de Özledim,Huzurum Kalmadı,İçim Yanar,Bana Sor,Geçen Yıl,Sabahçı Kahvesi,El Gibi,Gökyüzünü Tutamam,Yalan Dünya,Bırak Seveyim Rahat Edeyim,Bi Gönlüne Ben Sığmadım,Karadır Kaşların,Uğra Bana,İçime Sevda Kaçar,Gitme Aklım Sende Kalır,Seven Eder Mi Böyle,İyi Bak Kendine,Bana Yalan Söylediler,Antidepresan,Ah Canım Sevgilim - Demo,Gidiyorum,Gönül,Sen Gel Diyorsun (Öf Öf),Geberiyorum,Balıkesir,Bi Öyle Bi Böyle,Yalan,Bilmem Mi?,Hadi Çal,Benim O - Remix,Tutsak,toz duman
Seni Kimler Aldı,Vazgeçtim,Nilüfer,Ah Bu Ben,Haydi Söyle,Kimse Bilmez,Güllerin İçinden,Ne Güzel Güldün,Sadece,Medcezir,Sen Ağlama,Vay,Yan Benimle,Unuttun mu Beni,Yanarım,Tutuklu,Olsun,Sarı Laleler,Anason,İhanetten Geri Kalan,Hep Yaşın 19,Saki,İsyan,Benim Hala Umudum Var,Ki Sen,Ben Yoruldum Hayat,Nereden Bileceksiniz,İçimdeki Duman,Seni Unutmaya Ömrüm Yeter mi,Vur Kadehi Ustam,Yanımda Kal,Sesinde Aşk Var,Bağdat,Ben Ne Yangınlar Gordüm,Sen Sevda Mısın,Meyhaneler Sen...,Yabancı,İncir,Git...,Beni Unutma,Gülümse,Unutmaya Ömrüm Yeter Mi,Nikah Masası,Emi,Aldanırım,Son Mektup,Kıyamam,Muhbir,Sevişmeden Uyumayalım,Buselik Makamına,Yalnızlık Ömür Boyu,Kimse Bilmez,Aşkla Aynı Değil,Vur Kadehi,Kurşun Adres Sormaz Ki,Mandalinalar,Seni Severdim,Duvar,Sigara,Bu Sabah Yağmur Var İstanbul'da,Tam Ortasındayım,Kupa Kızı Ve Sinek Valesi,Aşk Kırıntıları,Senden Önce Senden Sonra,Sen,Bu Akşam Ölürüm,Büyük İnsan (Akustik),Unut Beni,Melekler,Sonuna Kadar,Alev Alev,Taş,Yani,Sultanım,Severek Ayrılanlar,Korkuyorum,Bir Bilebilsen,Hercai,Yandım,Geceler Düşman,Vur Yüreğim,Küçüğüm,Sen Olmazsan,Direniyorum,Bitmesin Bu Rüya,Özledim,Dönmelisin,Sonuna Kadar,Kınalı Bebek,Avuçlarım Kanıyor,Sen Benimdin,Sus,Bana Sen Lazımsın,Veda Etmem,Kıyamam,Medcezir,Seni Seviyorum,Kar Beyaz,Deli Mavi,Ellerim Bomboş
Kusura Bakma,Yetinmeyi Bilir Misin?,Bir Yolunu Bulsam,Dargın,Yaramızda Kalsın,Yanımda Kal,Es,Kanatlarım Var Ruhumda,Yas,Git...,Ağlat Beni,Bu Sabah Yağmur Var İstanbul'da,Vazgeç Gönül,Vazgeçtim,İnci Tanem,Geri Dön,Gözyaşlarım Anlatır,İşte Gidiyorum (Hoşçakal),Belki Bir Gün Özlersin,Yadigar,Olamazdım Senle,Beni Unutma,İkimizin Yerine,Arnavut Kaldırımı,Rüya,Gitme Seviyorum,Cesaretin Var mı Aşka,Benim Hala Umudum Var (Final),Ben Ne Yangınlar Gordüm,Kalbimin Tek Sahibine,Sarı Laleler,Küsme Aşka,Yalnız Başına,Düş Perisi,Neyleyim İstanbulu (Akustik),Vazgeçtim,Ki Sen,Özledim,Aldanırım,Senden Önce Senden Sonra,İhanetten Geri Kalan,Bulutlara Esir Olduk,İçimdeki Duman,Delikanlım,Sigara,Kalben,Yalnizlik Omur Boyu,Unutmamalı,Tükeneceğiz,Bu Kalp Seni Unutur mu,Dön,Dön Bebeğim,Açmayalım,Aşkın Olayım,Burda Kalayım
Kurşuni Renkler,Gel,Tuzla Buz,Seni Seviyorum,Gitti Gideli,Onlar Yanlış Biliyor,Mavi Duvar,Yağmur,Siyah (Esved),Kusura Bakma,Büyük İnsan,Cevapsız Sorular,Küçük Sevgilim,Kendi Halimde,Yalan,Kimse Bilmez,Haram Geceler,Fırtınam,Nefes Bile Almadan,Nalan,Sensiz Ben,Alışırım Gözlerimi Kapamaya,Haberin Yok Ölüyorum,Beyaz,Kibrit,Garezi Var,Sevdiğim Kadın,Sigara,Hüsran,Yaralı,Ki Sen,Aşk Paylaşılmaz,Sar Bu Şehri (Akustik),Yürek,Beni Kendinden Kurtar,Uzaklara Savrulalım,Yağmurlar,Mayın Tarlası,Yine Yazı Bekleriz,Çoban Yıldızı,Olsun,Dön Bak Dünyaya,Yağmur (Denizhan'la Düet),Araf,Katil & Maktül,Vay,Hayat Bu İşte,Yalnız,Sükut-u Hayal,Gitme,Dediler Ki,Belki Üstümüzden Bir Kuş Geçer,Mutluluk Reklamı,Hala Seni Çok Özlüyorum,Üstüme Basıp Geçme,Kadınım,Hayalet Sevgilim,Rüyalarda Buruşmuşum,Bu Sabahların Bir Anlamı Olmalı,Beni Affet Bu Gece,Zor Değil,Paramparça,Kadınım,Halledebilirdik,Hasret,Bir Derdim Var - Canlı Senfonik,Olmaz,Kehribar,Boğaziçi,Susma,Aklımın İplerini Saldım,Arada Bir,Aylar Geçer,Sen Ve Ben,Afili Yalnızlık,Sen Beni Unutamazsın,Geç Kaldım - Akustik,Aşk Kitabı,Gelin Olmuş,Kafile,Hiçbir Şeyin Anlamı Yok,Şehir Unutmuş,Beni Bırakma,Döneceksin Diye Söz Ver,Melekler Ölmez,Renkli Rüyalar Oteli,Kupa Kızı Ve Sinek Valesi,Yüzük,Ben Hala Seninim,Yaramızda Kalsın,Kül,Sevdanın Rengi,Ölmek İçin,Yani,Durma Yağmur Durma,Bu Aşk Fazla Sana,Ankara'yla Bozuşuruz,Bu Havada Gidilmez,Unut,Kolay Değildir
Afili Yalnızlık,Ah Bu Ben,Ahdım Olsun,Ahtapotlar,Aklım Karıştı,Alev Alev,Ara Beni Lütfen,Arada Bir,Aramıza Yollar,Aşk Bitti,Aşk Çiçeği,Aşk Durdukça,Aşk-ı Kıyamet,Aşkım Aşkım,Aşkın Gururu,Aşkın Mapushane,Aşk Kırıntıları,Aşktan N'aber,Aşktan Öte,Aşk Tanrısı,Ask Var Ya,Ayrilik,Bahçede,Baş Harfi Ben,Belki,Belki Bir Gün Özlersin,Belki Üstümüzden Bir Kuş Geçer,Ben Seni Arayamam,Beni Al,Beni Bırakma,Benim Hala Umudum Var,Boş Ders Şarkısı,Böyle Kahpedir Dünya,Bu Kez Anladım,Buralardan Gitme,Çakıl Taşları,Can Kırıkları,Çoban Yıldızı,Cumartesi,Dağlar,Dayan,Dayan Yalnızlığım,Deli,Dipteyim Sondayım Depresyondayım,Dön Bak Dünyaya,Dön Bana,Döneceksin Diye Söz Ver,Dön Gel,Doyamadım,Dursun Zaman (feat. Göksel),Duvar,Elbette,Elveda,Eski,"Eskidendi, Çok Eskiden",Eyvallah,Farkındayım,Gayret Et Guzelim,Gelincik,Gidecek Yerim Mi Var,Gidelim Buralardan,Gidemem,Git,Git,Gocmen,Gönlünü Gün Edeni,Hayalet Sevgilim,Hayırdır İnşallah,Herkes Yaralı,Herşeyde Biraz Sen Varsın,Hoşçakal,İkili Delilik,İstanbul'da,İstanbul İstanbul Olalı,Kafile,Kalan Sağlar Senin Olsun,Kalbim,Kalp Kalbe Karşı,Kenar Süsü,Keşke,Keskin Bıçak,Kim Dokunduysa Sana Ona git,Küçük Sevgilim,Kutupta Yaz Gibi,Meğer,Melek Yüzlüm,Merak Ediyorum,Mevsimler Gerçerken,Mühim Değil,Nadas,Ne Desem inanirsin,Ne Güzel Güldün,Neler Oluyor Bize,Nerdesin,Nereye Böyle,Neyleyim,Olmaz,Olum de Var,Ölürüm Hasretinle,On Yedi
